sku,source_row_number,row_status,group_key,row_action,decision_status,draft_name,draft_description,draft_dimensions,draft_weight,draft_cubic,draft_freight_type,field_decisions_json,custom_values_json,notes,reviewed_by_id,reviewed_at,applied_by_id,applied_at,apply_batch_id,source_name,operational_name,source_description,operational_description,source_length_mm,source_width_mm,source_height_mm,source_outer_l_mm,source_outer_w_mm,source_outer_h_mm,operational_length_m,operational_width_m,operational_height_m,source_weight_kg,operational_weight_kg,source_cubic_m3,operational_cubic_m3,source_pallet,source_derived_cp,operational_cp,primary_dimensions_different,weight_different,cubic_different,cp_different,possible_unit_scale_warning,active_rule_count,active_rule_names,active_rule_decisions_json,active_memory_exists,memory_workflow_key,memory_source_fingerprint,memory_proposal_fingerprint,memory_approved_data_json,memory_approval_note,memory_approved_at,memory_last_used_at,memory_use_count,bulk_safety_status,bulk_safety_issues
SM300TK,35195,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.088496+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,SM300 Transverse Kit,SM300 Transverse Kit,SM300 Transverse Kit,SM300 Transverse Kit,1580.000000,340.000000,390.000000,1580.0,340.0,390.0,1.5800,0.3400,0.3900,50.000000,50.0000,0.210000,0.210000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,0c6e92c8597da81195d8b96b9e3d8ce80f3453a9f7b31e42266a6e23d3961690,cc1b7f6726b9db97dc67f6b8062632f67318d592cc51135fdf6dd52c0c3928f6,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""SM300 Transverse Kit"", ""width_m"": ""0.3400"", ""cubic_m3"": ""0.210000"", ""height_m"": ""0.3900"", ""length_m"": ""1.5800"", ""weight_kg"": ""50.0000"", ""description"": ""SM300 Transverse Kit"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #193. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.846345+00:00,2026-09-22 22:35:55.845549+00:00,1,SAFE_CANDIDATE,
SM4000-ARAL2002,35196,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.089801+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Four Tonne Scissor Hoist Red,Four Tonne Scissor Hoist Red,Four Tonne Scissor Hoist Red,Four Tonne Scissor Hoist Red,4610.000000,700.000000,1700.000000,4610.0,700.0,1700.0,4.6100,0.7000,1.7000,2000.000000,2000.0000,5.486000,5.486000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,10920c0f6e3ecf7373a35ff0bee2753e985f2bd6dabc5cf798408d63d601da0a,137b418f57b9a6d6e439c8fa92afca257ec3817e73e538d545e28ec37a1ea6eb,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Four Tonne Scissor Hoist Red"", ""width_m"": ""0.7000"", ""cubic_m3"": ""5.486000"", ""height_m"": ""1.7000"", ""length_m"": ""4.6100"", ""weight_kg"": ""2000.0000"", ""description"": ""Four Tonne Scissor Hoist Red"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #194. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.849178+00:00,2026-09-22 22:35:55.848314+00:00,1,SAFE_CANDIDATE,
SM4000-ARAL5015,35197,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.091060+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Four Tonne Scissor Hoist Blue,Four Tonne Scissor Hoist Blue,Four Tonne Scissor Hoist Blue,Four Tonne Scissor Hoist Blue,4610.000000,700.000000,1700.000000,4610.0,700.0,1700.0,4.6100,0.7000,1.7000,2000.000000,2000.0000,5.486000,5.486000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,88f83c5fc0cf7fd277905a6471a43a53c1be4391e91d9310593a2fc4d4df015c,2191c6362f17682fc888187e03157f24e8a2894f339e80dd98d27c3cc8d84eed,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Four Tonne Scissor Hoist Blue"", ""width_m"": ""0.7000"", ""cubic_m3"": ""5.486000"", ""height_m"": ""1.7000"", ""length_m"": ""4.6100"", ""weight_kg"": ""2000.0000"", ""description"": ""Four Tonne Scissor Hoist Blue"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #195. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.852049+00:00,2026-09-22 22:35:55.851181+00:00,1,SAFE_CANDIDATE,
SM4000-COLL-A,35198,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.092348+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,4800.000000,810.000000,620.000000,4800.0,810.0,620.0,4.8000,0.8100,0.6200,1800.000000,1800.0000,2.411000,2.411000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,de44d829b6617aad7875d3ca010de68576f65346525d5cf82edd45cccf48a01a,b14dac3c1c76239ee0b0f44be17d87c418095fddca39af944d5c9107831380d9,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4T Scissor Hoist Collingwood"", ""width_m"": ""0.8100"", ""cubic_m3"": ""2.411000"", ""height_m"": ""0.6200"", ""length_m"": ""4.8000"", ""weight_kg"": ""1800.0000"", ""description"": ""4T Scissor Hoist Collingwood"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #196. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.854948+00:00,2026-09-22 22:35:55.854064+00:00,1,SAFE_CANDIDATE,
SM4000-COLL-B,35199,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.093863+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,4T Scissor Hoist Collingwood,910.000000,610.000000,1130.000000,910.0,610.0,1130.0,0.9100,0.6100,1.1300,80.000000,80.0000,0.627000,0.627000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,5dc0ec8e819c79d8153a40851a8ed1234d0b488e141ab7e699751c30ce090b3f,4973bfa98b7f74a94e0c72cf9f63bc5d85ee8a25039333384bb4f56d20b27627,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4T Scissor Hoist Collingwood"", ""width_m"": ""0.6100"", ""cubic_m3"": ""0.627000"", ""height_m"": ""1.1300"", ""length_m"": ""0.9100"", ""weight_kg"": ""80.0000"", ""description"": ""4T Scissor Hoist Collingwood"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #197. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.858466+00:00,2026-09-22 22:35:55.857557+00:00,1,SAFE_CANDIDATE,
SM4120,35204,DIFFERENT,PHYSICAL_DIFFERENCES,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.095221+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Four Post Hoist 12T,Four Post Hoist 12T,Four Post Hoist 123T,Four Post Hoist 123T,7300.000000,800.000000,1300.000000,7320.0,800.0,1120.0,7.3200,0.8000,1.1200,3400.000000,3700.0000,7.592000,6.560000,1.000000,P,P,True,True,True,False,,0,,[],True,PRODUCT_RECONCILIATION,4686eac7c276a910e2a8eb4101e5aa053a793fc4a9b8237ec5b6df9d45ad46e6,954b4900eb74bbe926f2efacc4f12ed59a73f9b6ac5a96cb9c8a7b206e97ee8f,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Four Post Hoist 12T"", ""width_m"": ""0.8000"", ""cubic_m3"": ""6.560000"", ""height_m"": ""1.1200"", ""length_m"": ""7.3200"", ""weight_kg"": ""3700.0000"", ""description"": ""Four Post Hoist 123T"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #198. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.861232+00:00,2026-09-22 22:35:55.860364+00:00,1,SAFE_CANDIDATE,
SM440-A,35206,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.096684+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne Wheel Alignment,4 Post 4 Tonne Wheel Alignment,Four Post Four Tonne Wheel Alignment,Four Post Four Tonne Wheel Alignment,4450.000000,700.000000,800.000000,4450.0,700.0,800.0,4.4500,0.7000,0.8000,1550.000000,1550.0000,2.492000,2.492000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,62e39b15c7e2d06c6bb29fc3ba07774858f8bcbf16bc11201f8e0a86e6e49f9f,9705d2ca7630921bdebefeaea3e51c6b7506b3167dde4133ff2aa4b6ae235a9b,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne Wheel Alignment"", ""width_m"": ""0.7000"", ""cubic_m3"": ""2.492000"", ""height_m"": ""0.8000"", ""length_m"": ""4.4500"", ""weight_kg"": ""1550.0000"", ""description"": ""Four Post Four Tonne Wheel Alignment"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #199. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.864198+00:00,2026-09-22 22:35:55.863161+00:00,1,SAFE_CANDIDATE,
SM440-A RAL2002,35207,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.098460+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tn Wheel AlignRAL2002,4 Post 4 Tn Wheel AlignRAL2002,Four Post Four Tonne Wheel Alignment RAL2002,Four Post Four Tonne Wheel Alignment RAL2002,4450.000000,700.000000,800.000000,4450.0,700.0,800.0,4.4500,0.7000,0.8000,1550.000000,1550.0000,2.492000,2.492000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,ee2cfa7e61304921b8ce4c1837bcaab27fb1296c1561f89ccc17e13d9c11037a,024d5a3cf1d7352d346761c5902755fe7ecba5e2f82075d230798c0906d4b4b8,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tn Wheel AlignRAL2002"", ""width_m"": ""0.7000"", ""cubic_m3"": ""2.492000"", ""height_m"": ""0.8000"", ""length_m"": ""4.4500"", ""weight_kg"": ""1550.0000"", ""description"": ""Four Post Four Tonne Wheel Alignment RAL2002"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #200. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.867087+00:00,2026-09-22 22:35:55.866258+00:00,1,SAFE_CANDIDATE,
SM440-A_RAL9005,35211,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.100139+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne W/Align Jet Blk,4 Post 4 Tonne W/Align Jet Blk,Four Post Four Tonne Wheel Alignment Jet Black,Four Post Four Tonne Wheel Alignment Jet Black,4450.000000,700.000000,800.000000,4450.0,700.0,800.0,4.4500,0.7000,0.8000,1550.000000,1550.0000,2.492000,2.492000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,5669afd04da7a5ebadb311b907472051b3f1ca90fc4973c6007f6708e4d969ea,dd997178a61be430a687475887deb40b3b6834ad43b78c8c042ccabe01095938,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne W/Align Jet Blk"", ""width_m"": ""0.7000"", ""cubic_m3"": ""2.492000"", ""height_m"": ""0.8000"", ""length_m"": ""4.4500"", ""weight_kg"": ""1550.0000"", ""description"": ""Four Post Four Tonne Wheel Alignment Jet Black"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #201. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.872840+00:00,2026-09-22 22:35:55.871841+00:00,1,SAFE_CANDIDATE,
SM440-S,35212,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.101585+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne Hoist,4 Post 4 Tonne Hoist,4 Post 4 Tonne Hoist,4 Post 4 Tonne Hoist,4600.000000,700.000000,700.000000,4600.0,700.0,700.0,4.6000,0.7000,0.7000,1330.000000,1330.0000,2.254000,2.254000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,74cf2f534db9cc9af88f3271448466f581ae3bdada27a48e7af52f1af9efe5f3,37b9127fb49c675ab37a80d195fcfd8259fafecb7574f2d86a07d3b137d0c936,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne Hoist"", ""width_m"": ""0.7000"", ""cubic_m3"": ""2.254000"", ""height_m"": ""0.7000"", ""length_m"": ""4.6000"", ""weight_kg"": ""1330.0000"", ""description"": ""4 Post 4 Tonne Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #202. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.875829+00:00,2026-09-22 22:35:55.874979+00:00,1,SAFE_CANDIDATE,
SM440-S WB-G GAV,35213,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.102867+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4600.000000,700.000000,700.000000,4600.0,700.0,700.0,4.6000,0.7000,0.7000,1330.000000,1330.0000,2.254000,2.254000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,8bd0fa9ea59d8b41764a543d0efca1d1774229abbdef0e0601185c3fe877e408,ca80306305dffc30aa9b4b22426696500ae2948505640185cfcb1289d806ad57,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne Galv Hoist"", ""width_m"": ""0.7000"", ""cubic_m3"": ""2.254000"", ""height_m"": ""0.7000"", ""length_m"": ""4.6000"", ""weight_kg"": ""1330.0000"", ""description"": ""4 Post 4 Tonne Galv Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #203. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.898813+00:00,2026-09-22 22:35:55.897807+00:00,1,SAFE_CANDIDATE,
SM440-S/3PH,35216,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.104232+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne Hoist Maroon,4 Post 4 Tonne Hoist Maroon,4 Post 4 Tonne Hoist Maroon,4 Post 4 Tonne Hoist Maroon,4520.000000,620.000000,700.000000,4520.0,620.0,700.0,4.5200,0.6200,0.7000,1200.000000,1200.0000,1.962000,1.962000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,0c2eca5f1bb4a97e989b294e1bbf25bfbd707d0ef6cd877dffa1ed51343ddb30,e2856924321cd1dd7109cdb5a9d1f91e4243319d8efe95e521065cb295d95109,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne Hoist Maroon"", ""width_m"": ""0.6200"", ""cubic_m3"": ""1.962000"", ""height_m"": ""0.7000"", ""length_m"": ""4.5200"", ""weight_kg"": ""1200.0000"", ""description"": ""4 Post 4 Tonne Hoist Maroon"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #204. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.878610+00:00,2026-09-22 22:35:55.877796+00:00,1,SAFE_CANDIDATE,
SM440-SGALV,35217,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:45.105651+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4 Post 4 Tonne Galv Hoist,4520.000000,620.000000,700.000000,4520.0,620.0,700.0,4.5200,0.6200,0.7000,1200.000000,1200.0000,1.962000,1.962000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,b95334838c7d93d8afd6a4ff5fc192ee036f46f7a5fc6cf38b42c1aa20d55b01,e6392f46a220de8ddcc1e33ec7e69dedc6b6073a9c6ea9da8420a150d603bb87,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""4 Post 4 Tonne Galv Hoist"", ""width_m"": ""0.6200"", ""cubic_m3"": ""1.962000"", ""height_m"": ""0.7000"", ""length_m"": ""4.5200"", ""weight_kg"": ""1200.0000"", ""description"": ""4 Post 4 Tonne Galv Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #205. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.882392+00:00,2026-09-22 22:35:55.881459+00:00,1,SAFE_CANDIDATE,
